CRN,SUBJ,CRSE,TITLE,DAYS,START TIME,END TIME,BLDG,ROOM,INSTRUCTOR,START DATE,END DATE,WEEKS,SEATS LEFT,STATUS
7683,LCOM,265C,ENGLISH 101/ENGLISH 265C,TTH,11:10 AM,12:35 PM,MIRA,H106,"ANDERSEN, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
7683,LCOM,265C,ENGLISH 101/ENGLISH 265C,TTH,12:55 PM,1:55 PM,MIRA,H106,,01/29/2018,05/26/2018,16,0,PAST ADD DATE
4918,LEGL,100A,INTRO TO PARALEGALISM,S,9:00 AM,1:15 PM,MIRA,M108,"HARRISON, P",01/29/2018,03/03/2018,5,6,PAST ADD DATE
48561,LEGL,100A,INTRO TO PARALEGALISM,T,6:35 PM,9:50 PM,MIRA,M110,"SUKUMU, R",01/29/2018,03/03/2018,5,4,PAST ADD DATE
4920,LEGL,100B,LEGAL PROCEDURES,S,9:00 AM,11:50 AM,MIRA,M108,"SUKUMU, R",03/05/2018,05/26/2018,11,15,PAST ADD DATE
4920,LEGL,100B,LEGAL PROCEDURES,TBA,0:00,0:00,MIRA,WEB,,03/05/2018,05/26/2018,11,15,PAST ADD DATE
30008,LEGL,100B,LEGAL PROCEDURES,T,6:35 PM,9:40 PM,MIRA,M110,"SUKUMU, R",03/05/2018,05/26/2018,11,8,PAST ADD DATE
30008,LEGL,100B,LEGAL PROCEDURES,TBA,0:00,0:00,MIRA,WEB,,03/05/2018,05/26/2018,11,8,PAST ADD DATE
94064,LEGL,100B,LEGAL PROCEDURES,M,6:35 PM,9:30 PM,MIRA,M110,STAFF,01/29/2018,04/28/2018,12,35,CANCELLED
94064,LEGL,100B,LEGAL PROCEDURES,TBA,0:00,0:00,MIRA,WEB,,01/29/2018,04/28/2018,12,35,CANCELLED
62355,LEGL,105,LEGAL RESEARCH,MW,6:35 PM,9:45 PM,MIRA,M101,"TRUCCHI, T",04/02/2018,05/26/2018,8,0,PAST ADD DATE
62355,LEGL,105,LEGAL RESEARCH,TBA,0:00,0:00,MIRA,WEB,,04/02/2018,05/26/2018,8,0,PAST ADD DATE
30002,LEGL,110,LEGAL WRTG & COMMUNICATIONS,TTH,6:35 PM,9:45 PM,MIRA,M108,"HARRISON, P",01/29/2018,03/24/2018,8,7,PAST ADD DATE
30002,LEGL,110,LEGAL WRTG & COMMUNICATIONS,TBA,0:00,0:00,MIRA,WEB,,01/29/2018,03/24/2018,8,7,PAST ADD DATE
4936,LEGL,115,CIVIL LITIGATION-PROCEDURES,S,9:00 AM,12:00 PM,MIRA,M105,"TURNER, A",01/29/2018,05/26/2018,16,12,PAST ADD DATE
95849,LEGL,115,CIVIL LITIGATION-PROCEDURES,M,6:35 PM,9:45 PM,MIRA,M103,"TURNER, A",01/29/2018,05/26/2018,16,7,PAST ADD DATE
70021,LEGL,120,TORT LAW,T,6:35 PM,9:45 PM,MIRA,M103,"MURRAY, H",01/29/2018,05/26/2018,16,5,PAST ADD DATE
70039,LEGL,140,LAW OFFICE MNGMNT & TECH,TH,6:35 PM,9:45 PM,MIRA,M103,"MINDEN, K",01/29/2018,05/26/2018,16,10,PAST ADD DATE
70039,LEGL,140,LAW OFFICE MNGMNT & TECH,TBA,0:00,0:00,MIRA,WEB,,01/29/2018,05/26/2018,16,10,PAST ADD DATE
4905,LEGL,150,CRIMINAL LITIGATION/PROCEDURE,TTH,5:00 PM,6:25 PM,MIRA,M102,"SCOTT, S",01/29/2018,05/26/2018,16,16,PAST ADD DATE
4897,LEGL,155,EMPLOYMENT LAW,TTH,6:35 PM,9:45 PM,MIRA,M108,"WROBLEWSKI, M",04/02/2018,05/26/2018,8,20,PAST ADD DATE
4897,LEGL,155,EMPLOYMENT LAW,TBA,0:00,0:00,MIRA,WEB,,04/02/2018,05/26/2018,8,20,PAST ADD DATE
60854,LEGL,165,FAMILY LAW,MW,6:35 PM,9:45 PM,MIRA,M101,"TRUCCHI, T",01/29/2018,03/24/2018,8,0,PAST ADD DATE
60854,LEGL,165,FAMILY LAW,TBA,0:00,0:00,MIRA,WEB,,01/29/2018,03/24/2018,8,0,PAST ADD DATE
57686,LEGL,170,CORPORATE LAW,T,6:35 PM,9:45 PM,MIRA,M106,STAFF,01/29/2018,05/26/2018,16,35,CANCELLED
86372,LEGL,180,CONTRACT LAW,MW,5:00 PM,6:25 PM,MIRA,M104,"LEE, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
70042,LEGL,205,ENVIRONMENTAL LAW,W,6:35 PM,9:45 PM,MIRA,M108,"GJERDE, G",01/29/2018,05/26/2018,16,23,PAST ADD DATE
9661,LEGL,270,PARALEGAL INTERNSHIP/WORK EXP,TBA,0:00,0:00,MIRA,WEB,"SEIGLE, R",02/26/2018,05/26/2018,12,10,PAST ADD DATE
77242,LIBS,101,INFO LITERACY & RESRCH SKILLS,TBA,0:00,0:00,MIRA,WEB,"HART, M",04/02/2018,05/26/2018,8,0,PAST ADD DATE
98434,LIBS,101,INFO LITERACY & RESRCH SKILLS,TBA,0:00,0:00,MIRA,WEB,"HART, M",01/29/2018,03/24/2018,8,0,PAST ADD DATE
57855,MARK,100,PRINCIPLES OF MARKETING,TBA,0:00,0:00,MIRA,WEB,"TOPETE, K",01/29/2018,05/26/2018,16,18,PAST ADD DATE
58599,MARK,100,PRINCIPLES OF MARKETING,MW,9:35 AM,11:00 AM,MIRA,M105,"HAHN, L",01/29/2018,05/26/2018,16,23,PAST ADD DATE
73280,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,MW,7:35 AM,9:25 AM,MIRA,M205,"HAMMOCK, F",01/29/2018,05/26/2018,16,5,PAST ADD DATE
49030,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,TTH,8:00 AM,9:50 AM,MIRA,M201,"VALLEJO, C",01/29/2018,05/26/2018,16,3,PAST ADD DATE
78715,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,MWF,9:35 AM,10:50 AM,MIRA,M201,"KIM, H",01/29/2018,05/26/2018,16,12,CANCELLED
78323,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,TTH,10:00 AM,11:50 AM,MIRA,S5207,"NAVAROVA, N",01/29/2018,05/26/2018,16,10,PAST ADD DATE
3067,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,TTH,12:00 PM,1:50 PM,MIRA,M207,"RODRIGUEZ, S",01/29/2018,05/26/2018,16,2,PAST ADD DATE
74473,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,MW,12:30 PM,2:30 PM,MIRA,M209,"BEREAUD, F",01/29/2018,05/26/2018,16,12,PAST ADD DATE
62239,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,MW,2:45 PM,4:30 PM,MIRA,M208,"AHSAN, M",01/29/2018,05/26/2018,16,0,PAST ADD DATE
78337,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,TTH,4:00 PM,5:50 PM,MIRA,S5206,"GRIJALVA, I",01/29/2018,05/26/2018,16,13,PAST ADD DATE
74484,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,MW,6:35 PM,8:25 PM,MIRA,M205,"RAYAN, M",01/29/2018,05/26/2018,16,20,PAST ADD DATE
74496,MATH,38,PRE-ALGEBRA AND STUDY SKILLS,TTH,6:35 PM,8:25 PM,MIRA,M205,"WILENSKY, H",01/29/2018,05/26/2018,16,11,PAST ADD DATE
74500,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TBA,0:00,0:00,MIRA,WEB,"SHERMAN, W",01/29/2018,03/24/2018,8,15,PAST ADD DATE
74500,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,W,6:35 PM,8:00 PM,MIRA,M210,,01/29/2018,03/24/2018,8,15,PAST ADD DATE
53975,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TBA,0:00,0:00,MIRA,WEB,"SILVA, C",01/29/2018,05/26/2018,16,13,PAST ADD DATE
74544,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TTH,8:00 AM,10:30 AM,MIRA,M205,"MOORE, R",01/29/2018,05/26/2018,16,7,PAST ADD DATE
47184,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,MW,9:35 AM,12:05 PM,MIRA,M207,"GLOAG, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
70848,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TTH,9:35 AM,12:05 PM,MIRA,M209,"WOLFSON, M",01/29/2018,05/26/2018,16,12,PAST ADD DATE
53981,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,MW,9:35 AM,11:00 AM,MIRA,S5208,"WOLFSON, M",01/29/2018,05/26/2018,16,35,CANCELLED
53981,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,F,9:35 AM,11:25 AM,MIRA,S5208,,01/29/2018,05/26/2018,16,35,CANCELLED
74525,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,MW,11:30 AM,2:00 PM,MIRA,M206,"MCMENAMIN, J",01/29/2018,05/26/2018,16,11,PAST ADD DATE
74511,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TTH,11:30 AM,2:00 PM,MIRA,M205,"MOORE, R",01/29/2018,05/26/2018,16,6,PAST ADD DATE
58736,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,MW,2:20 PM,4:50 PM,MIRA,M201,"NGUYEN, H",01/29/2018,05/26/2018,16,13,PAST ADD DATE
74557,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TTH,2:20 PM,4:50 PM,MIRA,M201,"STEPHENS, B",01/29/2018,05/26/2018,16,35,CANCELLED
74533,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,MW,5:30 PM,8:00 PM,MIRA,M208,"AHSAN, M",01/29/2018,05/26/2018,16,1,PAST ADD DATE
74566,MATH,46,ELEMENTARY ALGEBRA & GEOMETRY,TTH,5:30 PM,8:00 PM,MIRA,M206,"TRANG, V",01/29/2018,05/26/2018,16,12,PAST ADD DATE
4004,MATH,047A,STATWAY I,MW,9:35 AM,12:45 PM,MIRA,M203,"VALLEJO, C",01/29/2018,05/26/2018,16,10,PAST ADD DATE
4010,MATH,047A,STATWAY I,TTH,1:00 PM,4:10 PM,MIRA,M106,"SILVA, C",01/29/2018,05/26/2018,16,19,PAST ADD DATE
43172,MATH,96,INTERMED ALGEBRA & GEOMETRY,TBA,0:00,0:00,MIRA,WEB,"SHERMAN, W",04/02/2018,05/26/2018,8,10,PAST ADD DATE
43172,MATH,96,INTERMED ALGEBRA & GEOMETRY,W,6:35 PM,8:00 PM,MIRA,M210,,04/02/2018,05/26/2018,8,10,PAST ADD DATE
57205,MATH,96,INTERMED ALGEBRA & GEOMETRY,TBA,0:00,0:00,MIRA,WEB,"SILVA, C",01/29/2018,05/26/2018,16,12,PAST ADD DATE
32011,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,7:30 AM,10:00 AM,MIRA,L309,"SILVA, A",01/29/2018,05/26/2018,16,7,PAST ADD DATE
92535,MATH,96,INTERMED ALGEBRA & GEOMETRY,TTH,8:00 AM,10:30 AM,MIRA,M207,"RODRIGUEZ, S",01/29/2018,05/26/2018,16,16,PAST ADD DATE
94361,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,8:00 AM,9:25 AM,MIRA,M206,"KASHYAP, N",01/29/2018,05/26/2018,16,30,PAST ADD DATE
94361,MATH,96,INTERMED ALGEBRA & GEOMETRY,F,8:00 AM,9:45 AM,MIRA,M206,,01/29/2018,05/26/2018,16,30,PAST ADD DATE
92519,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,9:35 AM,12:05 PM,MIRA,S5206,"GORDON, L",01/29/2018,05/26/2018,16,17,PAST ADD DATE
30332,MATH,96,INTERMED ALGEBRA & GEOMETRY,TTH,11:30 AM,2:00 PM,MIRA,M204,"WILBORN, B",01/29/2018,05/26/2018,16,2,PAST ADD DATE
61974,MATH,96,INTERMED ALGEBRA & GEOMETRY,TTH,1:30 PM,4:00 PM,MIRA,M208,"GILES, S",01/29/2018,05/26/2018,16,3,PAST ADD DATE
96474,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,2:20 PM,4:50 PM,MIRA,M207,"RAYAN, M",01/29/2018,05/26/2018,16,8,PAST ADD DATE
62361,MATH,96,INTERMED ALGEBRA & GEOMETRY,TTH,2:20 PM,4:50 PM,MIRA,M205,"WILENSKY, H",01/29/2018,05/26/2018,16,27,PAST ADD DATE
46696,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,5:30 PM,8:00 PM,MIRA,M207,"CAPACIA, N",01/29/2018,05/26/2018,16,5,PAST ADD DATE
78247,MATH,96,INTERMED ALGEBRA & GEOMETRY,TTH,5:30 PM,8:00 PM,MIRA,M209,STAFF,01/29/2018,05/26/2018,16,8,CANCELLED
92506,MATH,96,INTERMED ALGEBRA & GEOMETRY,MW,6:35 PM,9:05 PM,MIRA,M204,"HASAN, Z",01/29/2018,05/26/2018,16,29,PAST ADD DATE
42995,MATH,104,TRIGONOMETRY,TBA,0:00,0:00,MIRA,WEB,"CHARLES, M",01/29/2018,05/26/2018,16,33,PAST ADD DATE
92467,MATH,104,TRIGONOMETRY,MW,8:00 AM,9:25 AM,MIRA,M201,"WILBORN, B",01/29/2018,05/26/2018,16,17,PAST ADD DATE
58747,MATH,104,TRIGONOMETRY,MW,11:10 AM,12:35 PM,MIRA,M201,"WILBORN, B",01/29/2018,05/26/2018,16,7,PAST ADD DATE
81402,MATH,104,TRIGONOMETRY,TTH,11:10 AM,12:35 PM,MIRA,M102,"OLENDER, L",01/29/2018,05/26/2018,16,17,PAST ADD DATE
54015,MATH,104,TRIGONOMETRY,MW,12:55 PM,2:20 PM,MIRA,M203,"GORDON, L",01/29/2018,05/26/2018,16,33,PAST ADD DATE
55473,MATH,104,TRIGONOMETRY,TTH,2:30 PM,3:55 PM,MIRA,M108,"KIM, S",01/29/2018,05/26/2018,16,10,CANCELLED
78254,MATH,104,TRIGONOMETRY,MW,5:00 PM,6:25 PM,MIRA,M206,"OLENDER, L",01/29/2018,05/26/2018,16,32,PAST ADD DATE
92475,MATH,104,TRIGONOMETRY,TTH,6:35 PM,8:00 PM,MIRA,M209,"TOLER, E",01/29/2018,05/26/2018,16,5,PAST ADD DATE
3997,MATH,115,STATWAY II,MW,9:35 AM,12:45 PM,MIRA,M101,"LOUIE, L",01/29/2018,05/26/2018,16,17,PAST ADD DATE
30120,MATH,116,COLLEGE AND MATRIX ALGEBRA,TBA,0:00,0:00,MIRA,WEB,"KASHYAP, N",01/29/2018,05/26/2018,16,31,PAST ADD DATE
30120,MATH,116,COLLEGE AND MATRIX ALGEBRA,F,10:35 AM,12:10 PM,MIRA,M206,,01/29/2018,05/26/2018,16,31,PAST ADD DATE
4028,MATH,116,COLLEGE AND MATRIX ALGEBRA,TBA,0:00,0:00,MIRA,M210,"MCMENAMIN, J",01/29/2018,05/26/2018,16,4,CANCELLED
30800,MATH,116,COLLEGE AND MATRIX ALGEBRA,MW,8:00 AM,9:25 AM,MIRA,M209,"FREEMAN, M",01/29/2018,05/26/2018,16,17,PAST ADD DATE
49108,MATH,116,COLLEGE AND MATRIX ALGEBRA,TTH,8:00 AM,9:25 AM,MIRA,M203,"RIVERA, J",01/29/2018,05/26/2018,16,24,PAST ADD DATE
30370,MATH,116,COLLEGE AND MATRIX ALGEBRA,MW,9:35 AM,11:00 AM,MIRA,M206,"MCMENAMIN, J",01/29/2018,05/26/2018,16,5,PAST ADD DATE
78272,MATH,116,COLLEGE AND MATRIX ALGEBRA,MW,11:10 AM,12:35 PM,MIRA,M205,"HAMMOCK, F",01/29/2018,05/26/2018,16,15,PAST ADD DATE
92317,MATH,116,COLLEGE AND MATRIX ALGEBRA,TTH,11:10 AM,12:35 PM,MIRA,M203,"MCMENAMIN, J",01/29/2018,05/26/2018,16,6,PAST ADD DATE
55468,MATH,116,COLLEGE AND MATRIX ALGEBRA,TTH,5:00 PM,6:25 PM,MIRA,M208,"CHAU, V",01/29/2018,05/26/2018,16,21,PAST ADD DATE
93740,MATH,116,COLLEGE AND MATRIX ALGEBRA,TTH,6:35 PM,8:00 PM,MIRA,M208,STAFF,01/29/2018,05/26/2018,16,45,CANCELLED
36058,MATH,116,HONORS: COLL & MATRIC ALGEBRA,TTH,11:10 AM,12:35 PM,MIRA,M203,"MCMENAMIN, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
4032,MATH,119,ELEMENTARY STATISTICS,TBA,0:00,0:00,MIRA,M210,"GLOAG, A",01/29/2018,05/26/2018,16,21,PAST ADD DATE
91010,MATH,119,ELEMENTARY STATISTICS,TBA,0:00,0:00,MIRA,WEB,"GLOAG, A",01/29/2018,05/26/2018,16,0,CANCELLED
61824,MATH,119,ELEMENTARY STATISTICS,TTH,8:00 AM,9:25 AM,MIRA,M106,"CHADWICK, T",01/29/2018,05/26/2018,16,11,PAST ADD DATE
54021,MATH,119,ELEMENTARY STATISTICS,MW,9:35 AM,11:00 AM,MIRA,M204,"HANTE, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
92522,MATH,119,ELEMENTARY STATISTICS,TTH,9:35 AM,11:00 AM,MIRA,M101,"BEREAUD, F",01/29/2018,05/26/2018,16,13,PAST ADD DATE
78291,MATH,119,ELEMENTARY STATISTICS,TTH,11:10 AM,12:35 PM,MIRA,M208,"GILES, S",01/29/2018,05/26/2018,16,1,PAST ADD DATE
78289,MATH,119,ELEMENTARY STATISTICS,MW,12:55 PM,2:20 PM,MIRA,M204,"HANTE, J",01/29/2018,05/26/2018,16,1,PAST ADD DATE
30125,MATH,119,ELEMENTARY STATISTICS,TTH,12:55 PM,2:20 PM,MIRA,M203,"LOUIE, L",01/29/2018,05/26/2018,16,4,PAST ADD DATE
81480,MATH,119,ELEMENTARY STATISTICS,MW,2:30 PM,3:55 PM,MIRA,M203,"KIM, S",01/29/2018,05/26/2018,16,20,PAST ADD DATE
32006,MATH,119,ELEMENTARY STATISTICS,TTH,2:30 PM,3:55 PM,MIRA,M209,"YOUSSEF, S",01/29/2018,05/26/2018,16,15,PAST ADD DATE
49124,MATH,119,ELEMENTARY STATISTICS,MW,5:00 PM,6:25 PM,MIRA,M204,"CHADWICK, T",01/29/2018,05/26/2018,16,27,PAST ADD DATE
92541,MATH,119,ELEMENTARY STATISTICS,TTH,5:00 PM,6:25 PM,MIRA,M204,"YOUSSEF, S",01/29/2018,05/26/2018,16,13,PAST ADD DATE
95567,MATH,119,ELEMENTARY STATISTICS,MW,6:35 PM,8:00 PM,MIRA,M201,"NGUYEN, H",01/29/2018,05/26/2018,16,11,CANCELLED
36059,MATH,119,HONORS: ELEMENTARY STATISTICS,MW,9:35 AM,11:00 AM,MIRA,M204,"HANTE, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36060,MATH,119,HONORS: ELEMENTARY STATISTICS,MW,12:55 PM,2:20 PM,MIRA,M204,"HANTE, J",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36061,MATH,119,HONORS: ELEMENTARY STATISTICS,TTH,2:30 PM,3:55 PM,MIRA,M209,"YOUSSEF, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
3988,MATH,121,BASIC TECHS/APPLIED CALC I,TBA,0:00,0:00,MIRA,M210,"GLOAG, A",01/29/2018,05/26/2018,16,15,PAST ADD DATE
35060,MATH,121,BASIC TECHS/APPLIED CALC I,TTH,12:55 PM,2:20 PM,MIRA,M103,"LEDERMAN, B",01/29/2018,05/26/2018,16,6,PAST ADD DATE
93126,MATH,121,BASIC TECHS/APPLIED CALC I,TTH,6:35 PM,8:00 PM,MIRA,S6103,"LEE, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
75417,MATH,122,BASIC TECHNIQUES/CALCULUS II,TTH,6:35 PM,8:00 PM,MIRA,M204,"HASAN, Z",01/29/2018,05/26/2018,16,8,PAST ADD DATE
36064,MATH,141,HONORS: PRECALCULUS,TTH,8:00 AM,10:30 AM,MIRA,M204,"WILBORN, B",01/29/2018,05/26/2018,16,0,PAST ADD DATE
55484,MATH,141,PRECALCULUS,TTH,8:00 AM,10:30 AM,MIRA,M204,"WILBORN, B",01/29/2018,05/26/2018,16,2,PAST ADD DATE
78314,MATH,141,PRECALCULUS,MW,9:35 AM,12:05 PM,MIRA,M110,"STOVALL, K",01/29/2018,05/26/2018,16,3,PAST ADD DATE
43118,MATH,141,PRECALCULUS,TTH,11:30 AM,2:00 PM,MIRA,M201,"VALLEJO, C",01/29/2018,05/26/2018,16,6,PAST ADD DATE
32017,MATH,141,PRECALCULUS,MW,1:30 PM,4:00 PM,MIRA,M103,"KIM, H",01/29/2018,05/26/2018,16,11,PAST ADD DATE
92120,MATH,141,PRECALCULUS,TTH,6:35 PM,9:05 PM,MIRA,M207,"NAVAROVA, N",01/29/2018,05/26/2018,16,16,PAST ADD DATE
3081,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,TTH,8:00 AM,10:30 AM,MIRA,M206,"GLOAG, A",01/29/2018,05/26/2018,16,3,PAST ADD DATE
54007,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,MW,9:35 AM,11:00 AM,MIRA,M205,"MOORE, R",01/29/2018,05/26/2018,16,28,PAST ADD DATE
54007,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,F,9:35 AM,11:25 AM,MIRA,M205,,01/29/2018,05/26/2018,16,28,PAST ADD DATE
49094,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,MW,11:30 AM,2:00 PM,MIRA,M208,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
89689,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,TTH,1:00 PM,3:30 PM,MIRA,M104,"SHERMAN, W",01/29/2018,05/26/2018,16,9,PAST ADD DATE
59037,MATH,150,CALCULUS/ANALYTIC GEOMETRY I,TTH,5:30 PM,8:00 PM,MIRA,M203,"FARAHANI, A",01/29/2018,05/26/2018,16,27,PAST ADD DATE
36065,MATH,150,HONORS: CALC/ANALYTIC GEO I,MW,11:30 AM,2:00 PM,MIRA,M208,"VARGO, S",01/29/2018,05/26/2018,16,1,PAST ADD DATE
36066,MATH,150,HONORS: CALC/ANALYTIC GEO I,TTH,1:00 PM,3:30 PM,MIRA,M104,"SHERMAN, W",01/29/2018,05/26/2018,16,0,PAST ADD DATE
7302,MATH,151,CALCULUS/ANALYTIC GEOMETRY II,TTH,10:15 AM,12:05 PM,MIRA,M110,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30232,MATH,151,CALCULUS/ANALYTIC GEOMETRY II,MW,12:55 PM,2:45 PM,MIRA,M110,"WOLFSON, M",01/29/2018,05/26/2018,16,3,PAST ADD DATE
35307,MATH,151,CALCULUS/ANALYTIC GEOMETRY II,TTH,1:30 PM,3:20 PM,MIRA,M101,"WOLFSON, M",01/29/2018,05/26/2018,16,16,PAST ADD DATE
93042,MATH,151,CALCULUS/ANALYTIC GEOMETRY II,TTH,1:30 PM,3:20 PM,MIRA,M206,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36068,MATH,151,HONORS: CALC/ANALYTIC GEO II,TTH,10:15 AM,12:05 PM,MIRA,M110,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36067,MATH,151,HONORS: CALC/ANALYTIC GEO II,TTH,1:30 PM,3:20 PM,MIRA,M206,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
8725,MATH,245,DISCRETE MATHEMATICS,MW,5:00 PM,6:25 PM,MIRA,M201,"VARGO, S",01/29/2018,05/26/2018,16,0,CANCELLED
8757,MATH,245,DISCRETE MATHEMATICS,TTH,5:00 PM,6:25 PM,MIRA,M201,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36069,MATH,245,HONORS: DISCRETE MATHEMATICS,TTH,5:00 PM,6:25 PM,MIRA,M201,"VARGO, S",01/29/2018,05/26/2018,16,0,PAST ADD DATE
97566,MATH,252,CALCULUS/ANALYTIC GEOMETRY III,TTH,11:10 AM,1:00 PM,MIRA,M206,"STEPHENS, B",01/29/2018,05/26/2018,16,8,PAST ADD DATE
84955,MATH,252,CALCULUS/ANALYTIC GEOMETRY III,MW,12:55 PM,2:45 PM,MIRA,M205,"SILVA, C",01/29/2018,05/26/2018,16,16,PAST ADD DATE
35305,MATH,252,CALCULUS/ANALYTIC GEOMETRY III,TTH,2:20 PM,4:00 PM,MIRA,M201,"STEPHENS, B",01/29/2018,05/26/2018,16,45,CANCELLED
35306,MATH,252,CALCULUS/ANALYTIC GEOMETRY III,TTH,2:20 PM,4:10 PM,MIRA,M201,"STEPHENS, B",01/29/2018,05/26/2018,16,28,PAST ADD DATE
36072,MATH,252,HONORS: CALC/ANALYTIC GEO III,TTH,11:10 AM,1:00 PM,MIRA,M206,"STEPHENS, B",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36070,MATH,252,HONORS: CALC/ANALYTIC GEO III,MW,12:55 PM,2:45 PM,MIRA,M205,"SILVA, C",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36071,MATH,252,HONORS: CALC/ANALYTIC GEO III,TTH,2:20 PM,4:10 PM,MIRA,M201,"STEPHENS, B",01/29/2018,05/26/2018,16,1,PAST ADD DATE
36073,MATH,254,HONORS: INTRO TO LINEAR ALGBRA,TTH,2:00 PM,3:25 PM,MIRA,M110,"GLOAG, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
98426,MATH,254,INTRO TO LINEAR ALGEBRA,TTH,2:00 PM,3:25 PM,MIRA,M110,"GLOAG, A",01/29/2018,05/26/2018,16,0,PAST ADD DATE
35205,MATH,255,DIFFERENTIAL EQUATIONS,MW,9:35 AM,11:00 AM,MIRA,M209,"BEREAUD, F",01/29/2018,05/26/2018,16,23,PAST ADD DATE
30533,MATH,255,DIFFERENTIAL EQUATIONS,MW,5:00 PM,6:25 PM,MIRA,M205,"MOORE, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
36074,MATH,255,HONORS: DIFFERIENTIAL EQUATION,MW,5:00 PM,6:25 PM,MIRA,M205,"MOORE, R",01/29/2018,05/26/2018,16,0,PAST ADD DATE
30341,MLTT,51,DIRECTED PRACTICUM CHEMISTRY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",01/16/2018,02/15/2018,5,0,PAST ADD DATE
40526,MLTT,51,DIRECTED PRACTICUM CHEMISTRY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",03/12/2018,04/06/2018,3,0,PAST ADD DATE
46197,MLTT,51,DIRECTED PRACTICUM CHEMISTRY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",02/12/2018,03/17/2018,5,0,PAST ADD DATE
46202,MLTT,51,DIRECTED PRACTICUM CHEMISTRY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",03/12/2018,04/21/2018,5,0,PAST ADD DATE
46217,MLTT,51,DIRECTED PRACTICUM CHEMISTRY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",04/16/2018,05/19/2018,5,0,CLOSED MAY WAITLIST
7351,MLTT,52,DIRECTED PRACTICUM HEMATOLOGY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",01/16/2018,02/15/2018,5,0,PAST ADD DATE
40534,MLTT,52,DIRECTED PRACTICUM HEMATOLOGY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",04/09/2018,05/04/2018,4,0,PAST ADD DATE
46226,MLTT,52,DIRECTED PRACTICUM HEMATOLOGY,TBA,0:00,0:00,MIRA,CLSRM,"DOWEY, A",02/12/2018,03/17/2018,5,0,PAST ADD DATE
